 sp|O14793|GDF8_HUMAN Growth/differentiation factor 8 OS=Homo sapiens OX=9606 GN=MSTN PE=1 SV=1      
        1484
    0.4000E+01    0.3733E+01    0.6667E+01    0.6133E+01    0.3733E+01    0.5600E+01    0.1600E+01    0.6933E+01    0.7467E+01    0.8800E+01
    0.2400E+01    0.4267E+01    0.6400E+01    0.4800E+01    0.4800E+01    0.5600E+01    0.6133E+01    0.5867E+01    0.1600E+01    0.3467E+01
    0.0000E+00    0.2674E+00    0.0000E+00    0.0000E+00    0.2674E+00    0.5348E+00    0.0000E+00    0.2674E+00    0.0000E+00    0.2674E+00
    0.2674E+00    0.5348E+00    0.8021E+00    0.2674E+00    0.0000E+00    0.0000E+00    0.2674E+00    0.2674E+00    0.0000E+00    0.0000E+00
    0.0000E+00    0.8021E+00    0.2674E+00    0.2674E+00    0.2674E+00    0.2674E+00    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
    0.0000E+00    0.2674E+00    0.0000E+00    0.0000E+00    0.2674E+00    0.5348E+00    0.5348E+00    0.2674E+00    0.0000E+00    0.0000E+00
    0.0000E+00    0.2674E+00    0.8021E+00    0.5348E+00    0.8021E+00    0.1070E+01    0.0000E+00    0.0000E+00    0.0000E+00    0.5348E+00
    0.2674E+00    0.0000E+00    0.0000E+00    0.2674E+00    0.2674E+00    0.2674E+00    0.2674E+00    0.8021E+00    0.2674E+00    0.2674E+00
    0.5348E+00    0.2674E+00    0.5348E+00    0.0000E+00    0.2674E+00    0.2674E+00    0.2674E+00    0.2674E+00    0.2674E+00    0.2674E+00
    0.0000E+00    0.8021E+00    0.0000E+00    0.5348E+00    0.0000E+00    0.8021E+00    0.8021E+00    0.2674E+00    0.0000E+00    0.0000E+00
    0.0000E+00    0.0000E+00    0.0000E+00    0.2674E+00    0.2674E+00    0.5348E+00    0.0000E+00    0.0000E+00    0.2674E+00    0.8021E+00
    0.2674E+00    0.2674E+00    0.2674E+00    0.0000E+00    0.0000E+00    0.2674E+00    0.0000E+00    0.5348E+00    0.0000E+00    0.0000E+00
    0.0000E+00    0.2674E+00    0.0000E+00    0.5348E+00    0.0000E+00    0.0000E+00    0.2674E+00    0.8021E+00    0.8021E+00    0.8021E+00
